PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14843625,FI,JR,93,100,0:00:00,100,100,0:00:00,79,85,0:00:00,95,100,0:00:00,12,15,0:00:00,91,100,0:00:00,59,70,0:00:00,8,10,0:00:00,38,47,0:00:00,85,85,418:50:02,9,10,0:00:00,85,100,0:00:00,68,75,0:00:00,25,25,0:00:00,100,100,0:00:00,50,50,0:00:00,1,10,0:00:00,92,100,0:00:00,83,87,0:00:00,945:46:04,21,25,0:00:00,71,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14437338,WA,SR,96,100,0:00:00,96,100,0:00:00,76,85,0:00:00,92,100,0:00:00,15,15,0:00:00,100,100,0:00:00,65,70,0:00:00,10,10,0:00:00,30,47,0:00:00,78,85,431:35:39,5,10,0:00:00,96,100,0:00:00,71,75,0:00:00,22,25,0:00:00,94,100,0:00:00,,50,0:00:00,5,10,0:00:00,94,100,0:00:00,80,87,0:00:00,448:07:27,22,25,0:00:00,66,75,0:00:00,72,75,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14429482,SI,JR,86,100,0:00:00,75,100,0:00:00,62,85,0:00:00,79,100,0:00:00,13,15,0:00:00,82,100,0:00:00,64,70,0:00:00,10,10,0:00:00,47,47,0:00:00,72,85,0:00:00,5,10,0:00:00,68,100,0:00:00,75,75,0:00:00,22,25,0:00:00,84,100,0:00:00,50,50,0:00:00,0,10,0:00:00,72,100,0:00:00,73,87,0:00:00,22:31:06,18,25,0:00:00,55,75,0:00:00,61,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00
A14887211,WA,JR,92,100,0:00:00,51,100,0:00:00,64,85,0:00:00,83,100,253:30:34,13,15,0:00:00,65,100,47:58:27,60,70,0:00:00,5,10,0:00:00,42,47,0:00:00,80,85,0:03:36,5,10,0:00:00,80,100,0:00:00,57,75,0:00:00,,25,0:00:00,21,100,0:01:54,36,50,0:00:00,0,10,0:00:00,78,100,0:00:00,55,87,0:00:00,301:34:47,18,25,0:00:00,62,75,253:30:34,68,75,0:03:36,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:03:36,10,10,253:30:34,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:03:36
A14224543,FI,JR,46,100,0:00:38,65,100,0:00:00,85,85,0:00:00,81,100,0:00:00,14,15,0:00:00,63,100,0:00:00,66,70,0:00:00,10,10,0:00:00,32,47,0:00:00,71,85,0:00:00,7,10,0:00:00,95,100,0:00:00,58,75,0:00:00,25,25,0:00:00,89,100,0:00:00,43,50,0:00:00,0,10,0:00:00,88,100,0:00:00,70,87,0:00:00,0:00:38,25,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:38,10,10,0:00:38,10,10,0:00:00,10,10,0:00:38,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:38
A14887211,FI,JR,82,100,0:00:00,52,100,0:00:00,58,85,0:00:00,81,100,253:30:34,8,15,0:00:00,78,100,47:58:27,70,70,0:00:00,9,10,0:00:00,35,47,0:00:00,68,85,0:03:36,0,10,0:00:00,84,100,0:00:00,52,75,0:00:00,,25,0:00:00,27,100,0:01:54,39,50,0:00:00,1,10,0:00:00,73,100,0:00:00,60,87,0:00:00,301:34:47,17,25,0:03:36,58,75,0:00:00,64,75,0:00:00,8,10,0:00:00,8,10,47:58:27,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:03:36,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14365863,WA,SR,97,100,0:00:00,79,100,0:00:00,73,85,0:00:00,100,100,0:00:00,15,15,0:00:00,75,100,0:00:00,54,70,0:00:00,7,10,0:00:00,34,47,0:00:00,57,85,0:00:00,6,10,0:00:00,96,100,0:00:00,64,75,0:00:00,23,25,0:00:00,75,100,0:00:00,44,50,0:00:00,,10,0:00:00,82,100,0:00:00,72,87,0:00:00,21:47:10,22,25,0:00:00,70,75,0:00:00,75,75,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14137241,RE,SR,93,100,0:00:00,61,100,32:23:21,72,85,0:00:00,81,100,0:00:00,15,15,0:00:00,81,100,47:04:08,34,70,0:00:00,10,10,0:00:00,35,47,0:00:00,85,85,0:00:00,8,10,0:00:00,87,100,0:00:00,75,75,0:00:00,25,25,0:00:00,84,100,0:00:00,48,50,0:00:00,3,10,0:00:00,88,100,0:00:00,70,87,0:00:00,79:28:00,20,25,0:00:00,62,75,0:00:00,68,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00
A14353945,WA,JR,89,100,0:00:00,75,100,0:00:00,81,85,0:00:00,82,100,0:00:00,15,15,0:00:00,93,100,47:53:28,70,70,0:00:00,8,10,0:00:00,41,47,0:00:00,82,85,442:00:09,4,10,0:00:00,91,100,0:00:00,71,75,0:00:00,25,25,0:00:00,44,100,0:00:00,49,50,0:00:00,0,10,0:00:00,95,100,0:00:00,80,87,0:00:00,489:53:37,23,25,0:00:00,74,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14407221,WA,JR,79,100,55:41:56,78,100,0:00:00,76,85,0:00:00,100,100,0:00:00,15,15,0:00:00,77,100,0:00:00,52,70,0:00:00,10,10,0:00:00,45,47,0:00:00,75,85,557:54:22,3,10,0:00:00,82,100,0:00:00,68,75,0:00:00,25,25,0:00:00,,100,0:00:00,49,50,0:00:00,4,10,0:00:00,82,100,0:00:00,83,87,0:00:00,613:36:18,20,25,0:00:00,69,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14282114,TH,SR,84,100,0:00:00,100,100,0:00:00,84,85,0:00:00,100,100,0:00:00,15,15,0:00:00,100,100,0:00:00,70,70,0:00:00,10,10,0:00:00,47,47,0:00:00,85,85,0:00:00,2,10,0:00:00,92,100,0:00:00,62,75,0:00:00,24,25,0:00:00,100,100,0:00:00,50,50,0:00:00,4,10,0:00:00,100,100,0:00:00,69,87,0:00:00,0:00:00,25,25,0:00:00,74,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14554792,WA,JR,76,100,0:00:00,71,100,0:00:00,52,85,0:00:00,65,100,0:00:00,9,15,0:00:00,86,100,39:55:04,45,70,0:00:00,10,10,0:00:00,39,47,0:00:00,79,85,0:00:00,3,10,0:00:00,100,100,0:00:00,64,75,0:00:00,7,25,0:00:00,71,100,0:00:00,34,50,0:00:00,,10,0:00:00,82,100,0:00:00,57,87,0:00:00,52:13:39,14,25,0:00:00,45,75,0:00:00,51,75,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00
A14472397,RE,JR,96,100,0:00:00,70,100,0:00:00,65,85,0:00:00,83,100,0:00:00,1,15,0:00:00,59,100,48:00:29,62,70,0:00:00,7,10,0:00:00,27,47,0:00:00,77,85,0:00:00,6,10,0:00:00,59,100,0:00:00,68,75,0:00:00,25,25,0:00:00,69,100,0:00:00,27,50,0:00:00,0,10,0:00:00,69,100,0:00:00,53,87,0:00:00,48:00:29,19,25,0:00:00,59,75,48:00:29,65,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,48:00:29
A14313679,FI,SR,77,100,0:00:00,87,100,0:00:00,72,85,0:00:00,77,100,268:26:07,3,15,0:00:00,90,100,0:00:00,70,70,0:00:00,10,10,0:00:00,36,47,0:00:00,73,85,0:00:00,4,10,0:00:00,77,100,434:14:10,59,75,0:00:00,25,25,0:00:00,86,100,0:00:00,42,50,0:00:00,0,10,0:00:00,100,100,0:00:00,71,87,0:00:00,702:40:17,22,25,0:00:00,65,75,0:00:00,71,75,0:00:00,9,10,268:26:07,9,10,0:00:00,10,10,702:40:17,10,10,434:14:10,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14375572,WA,SR,100,100,0:00:00,93,100,0:00:00,62,85,0:00:00,99,100,0:00:00,15,15,0:00:00,85,100,45:17:55,68,70,0:00:00,10,10,0:00:00,45,47,0:00:00,85,85,672:46:43,10,10,0:00:00,80,100,0:00:00,74,75,0:00:00,25,25,0:00:00,86,100,0:00:00,46,50,0:00:00,0,10,0:00:00,92,100,0:00:00,84,87,0:00:00,847:55:31,17,25,0:00:00,59,75,0:00:00,65,75,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00
A14887211,WA,JR,90,100,0:00:00,45,100,0:00:00,62,85,0:00:00,80,100,253:30:34,14,15,0:00:00,70,100,47:58:27,69,70,0:00:00,8,10,0:00:00,32,47,0:00:00,62,85,0:03:36,4,10,0:00:00,87,100,0:00:00,61,75,0:00:00,,25,0:00:00,21,100,0:01:54,42,50,0:00:00,8,10,0:00:00,80,100,0:00:00,52,87,0:00:00,301:34:47,18,25,0:00:00,58,75,0:00:00,64,75,0:00:00,9,10,0:03:36,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,47:58:27,9,10,0:00:00,8,10,47:58:27,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00
A14161753,SI,SR,100,100,0:00:00,85,100,0:00:00,70,85,0:00:00,88,100,0:00:00,15,15,0:00:00,86,100,0:00:00,69,70,0:00:00,0,10,0:00:00,34,47,0:00:00,75,85,0:00:00,0,10,0:00:00,91,100,0:00:00,71,75,0:00:00,20,25,0:00:00,77,100,0:00:00,50,50,0:00:00,0,10,0:00:00,87,100,0:00:00,70,87,0:00:00,0:00:00,21,25,0:00:00,69,75,0:00:00,75,75,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14127594,TH,JR,96,100,0:00:00,94,100,0:00:00,85,85,0:00:00,90,100,0:00:00,15,15,0:00:00,100,100,0:00:00,67,70,0:00:00,10,10,0:00:00,47,47,0:00:00,85,85,0:00:00,3,10,0:00:00,95,100,0:00:00,74,75,0:00:00,25,25,0:00:00,85,100,0:00:00,46,50,0:00:00,1,10,0:00:00,92,100,0:00:00,76,87,0:00:00,0:00:00,25,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14024001,FI,SR,100,100,0:00:00,93,100,0:00:00,76,85,0:00:00,90,100,0:00:00,12,15,0:00:00,0,100,39:32:29,25,70,0:01:19,10,10,0:04:59,37,47,0:00:00,59,85,0:00:00,8,10,0:00:00,78,100,0:01:44,60,75,0:00:00,25,25,0:00:00,65,100,0:02:18,30,50,0:02:35,0,10,0:00:00,98,100,0:00:00,75,87,0:00:00,53:03:32,21,25,0:04:59,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,39:32:29,10,10,0:01:19,10,10,0:00:00,10,10,0:04:59,10,10,0:00:00,10,10,39:32:29,10,10,0:00:00,10,10,0:01:19
A14327063,SI,SR,78,100,0:00:00,32,100,0:00:00,61,85,0:00:00,88,100,0:00:00,12,15,0:00:00,,100,0:00:00,32,70,0:00:00,,10,0:00:00,38,47,0:00:00,85,85,0:00:00,,10,0:00:00,76,100,0:00:00,55,75,0:00:00,18,25,0:00:00,56,100,453:54:49,29,50,0:00:00,,10,0:00:00,88,100,0:00:00,75,87,0:00:00,644:57:10,19,25,0:00:00,56,75,0:00:00,62,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00
A14315875,TH,JR,87,100,0:00:00,100,100,0:00:00,70,85,0:00:00,93,100,0:00:00,8,15,0:00:00,89,100,0:00:00,65,70,0:00:00,10,10,0:00:00,38,47,0:00:00,85,85,0:00:00,8,10,0:00:00,94,100,0:00:00,61,75,0:00:00,22,25,0:00:00,98,100,257:20:17,34,50,0:00:00,1,10,0:00:00,100,100,0:00:00,72,87,0:00:00,257:21:00,20,25,0:00:00,65,75,0:00:00,71,75,0:00:00,10,10,0:00:00,10,10,257:21:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,257:20:17,9,10,257:20:17
A14762608,SI,SR,95,100,0:00:00,89,100,413:05:58,63,85,0:00:00,92,100,0:00:00,12,15,0:00:00,96,100,0:00:00,70,70,0:00:00,3,10,0:00:00,47,47,0:00:00,85,85,384:33:15,,10,0:00:00,92,100,0:00:00,72,75,0:00:00,23,25,0:00:00,100,100,0:00:00,50,50,0:00:00,10,10,0:00:00,96,100,0:00:00,80,87,0:00:00,1351:57:08,18,25,0:00:00,56,75,0:00:00,62,75,0:00:00,10,10,0:00:00,9,10,0:00:00,8,10,413:05:58,8,10,0:00:00,8,10,413:05:58,9,10,0:00:00,9,10,0:00:00,8,10,413:05:58,9,10,0:00:00,9,10,413:05:58
A14472397,FI,JR,81,100,0:00:00,80,100,0:00:00,73,85,0:00:00,70,100,0:00:00,1,15,0:00:00,60,100,48:00:29,59,70,0:00:00,6,10,0:00:00,30,47,0:00:00,83,85,0:00:00,6,10,0:00:00,65,100,0:00:00,68,75,0:00:00,22,25,0:00:00,84,100,0:00:00,23,50,0:00:00,5,10,0:00:00,78,100,0:00:00,62,87,0:00:00,48:00:29,20,25,0:00:00,70,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00
A14155244,RE,JR,80,100,0:00:00,60,100,0:00:00,69,85,0:00:00,75,100,0:00:00,15,15,0:00:00,95,100,0:00:00,40,70,0:00:00,6,10,0:00:00,47,47,0:00:00,59,85,0:00:00,,10,0:00:00,98,100,0:00:00,51,75,0:00:00,24,25,0:00:00,69,100,0:00:00,38,50,0:00:00,2,10,0:00:00,86,100,0:00:00,71,87,0:00:00,0:00:00,21,25,0:00:00,63,75,0:00:00,69,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00
A14262674,RE,JR,84,100,50:09:44,97,100,0:00:00,75,85,0:00:00,100,100,0:00:00,15,15,0:00:00,100,100,0:00:00,65,70,0:00:00,2,10,0:00:00,44,47,0:00:00,83,85,441:39:51,6,10,0:00:00,86,100,0:00:00,72,75,0:00:00,25,25,0:00:00,94,100,0:00:00,42,50,0:00:00,6,10,0:00:00,95,100,0:00:00,72,87,0:00:00,491:49:35,22,25,0:00:00,70,75,0:00:00,75,75,0:00:00,10,10,491:49:35,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14654940,SI,SO,100,100,0:00:00,,100,0:00:00,65,85,0:00:00,89,100,0:00:00,15,15,0:00:00,89,100,46:27:42,67,70,0:00:00,10,10,0:00:00,37,47,0:00:00,78,85,0:00:00,0,10,0:00:00,94,100,0:00:00,72,75,0:00:00,25,25,0:00:00,86,100,0:00:00,32,50,0:00:00,2,10,24:13:12,97,100,0:00:00,83,87,0:00:00,70:41:40,17,25,70:41:40,64,75,0:00:00,70,75,70:41:40,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,46:27:42
A14490387,TH,JR,100,100,47:26:10,92,100,0:00:00,65,85,0:00:00,100,100,0:00:00,11,15,0:00:00,88,100,12:08:58,70,70,0:00:00,10,10,0:00:00,36,47,0:00:00,57,85,431:48:42,10,10,0:00:00,85,100,0:00:00,68,75,0:00:00,23,25,0:00:00,87,100,0:00:00,46,50,0:00:13,1,10,0:00:00,98,100,0:00:00,74,87,0:00:00,491:24:29,19,25,0:00:00,56,75,0:00:00,62,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,47:26:10,9,10,0:00:00,9,10,491:24:29,9,10,0:00:13
A14540219,WA,JR,69,100,0:00:00,72,100,0:00:00,,85,0:00:00,84,100,0:00:00,,15,0:00:00,67,100,47:48:27,48,70,0:00:00,2,10,0:00:00,25,47,0:00:00,69,85,0:00:00,7,10,0:00:00,82,100,0:00:00,58,75,0:00:00,25,25,0:00:00,58,100,0:00:00,35,50,0:00:00,0,10,0:00:00,80,100,0:00:00,70,87,0:00:00,47:48:27,,25,0:00:00,,75,0:00:00,,75,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00
A14335976,WA,JR,92,100,0:00:00,73,100,0:00:00,85,85,0:00:00,89,100,0:00:00,14,15,0:00:00,73,100,0:00:00,70,70,0:00:00,7,10,0:00:00,47,47,0:00:00,77,85,0:00:00,8,10,0:00:00,100,100,0:00:00,67,75,0:00:00,25,25,0:00:00,83,100,0:00:00,50,50,0:00:00,3,10,0:00:00,92,100,0:00:00,70,87,0:00:00,0:00:00,23,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14166308,TH,SO,100,100,0:00:00,97,100,0:00:00,54,85,0:00:00,92,100,0:00:00,12,15,0:00:00,91,100,42:05:12,52,70,0:00:00,10,10,0:00:00,47,47,0:00:00,70,85,0:00:00,6,10,0:00:00,87,100,0:00:00,75,75,0:00:00,25,25,0:00:00,75,100,0:00:00,43,50,0:00:00,5,10,24:13:12,100,100,0:00:00,65,87,0:00:00,66:18:24,15,25,0:00:00,52,75,0:00:00,58,75,0:00:00,7,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00
A14577063,RE,JR,93,100,0:00:00,97,100,0:00:00,85,85,0:00:00,78,100,0:00:00,10,15,0:00:00,91,100,42:14:50,69,70,0:00:00,10,10,0:00:00,33,47,0:00:00,57,85,0:00:00,10,10,0:00:00,78,100,0:00:00,70,75,0:00:00,22,25,0:00:00,88,100,0:00:00,40,50,0:00:00,3,10,0:00:00,91,100,0:00:00,60,87,0:00:00,42:14:50,25,25,0:00:00,75,75,42:14:50,75,75,0:00:00,10,10,42:14:50,10,10,42:14:50,10,10,0:00:00,10,10,0:00:00,10,10,42:14:50,10,10,0:00:00,10,10,0:00:00,10,10,42:14:50,10,10,0:00:00,10,10,0:00:00
A14024001,WA,SR,94,100,0:00:00,99,100,0:00:00,75,85,0:00:00,97,100,0:00:00,15,15,0:00:00,6,100,39:32:29,27,70,0:01:19,10,10,0:04:59,36,47,0:00:00,43,85,0:00:00,8,10,0:00:00,95,100,0:01:44,63,75,0:00:00,23,25,0:00:00,62,100,0:02:18,32,50,0:02:35,10,10,0:00:00,100,100,0:00:00,71,87,0:00:00,53:03:32,22,25,0:02:35,72,75,0:01:19,75,75,0:01:19,10,10,0:00:00,10,10,0:02:18,10,10,0:00:00,10,10,0:00:00,10,10,39:32:29,10,10,0:00:00,10,10,39:32:29,10,10,39:32:29,10,10,0:02:35,9,10,0:00:00
A14297403,WA,SR,84,100,0:00:00,35,100,0:00:00,52,85,0:00:00,85,100,0:00:00,14,15,0:00:00,94,100,46:35:38,61,70,0:00:00,,10,0:00:00,31,47,0:00:00,62,85,0:00:00,,10,0:00:00,47,100,0:00:00,72,75,0:00:00,16,25,0:00:00,66,100,0:00:00,29,50,0:00:00,2,10,0:00:00,82,100,0:00:00,74,87,0:00:00,46:35:38,14,25,0:00:00,51,75,0:00:00,57,75,0:00:00,8,10,0:00:00,7,10,46:35:38,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,46:35:38,7,10,0:00:00
A14484746,WA,SR,87,100,0:00:00,91,100,0:00:00,79,85,0:00:00,62,100,0:00:00,14,15,0:00:00,57,100,46:39:38,68,70,0:00:00,4,10,0:00:00,23,47,0:00:00,69,85,0:00:00,5,10,0:00:00,74,100,0:00:00,65,75,0:00:00,24,25,0:00:00,70,100,0:00:00,41,50,0:00:00,0,10,0:00:00,86,100,0:00:00,57,87,0:00:00,46:39:38,23,25,0:00:00,72,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14193412,WA,SR,94,100,0:00:00,76,100,0:00:00,71,85,0:00:00,79,100,0:00:00,15,15,0:00:00,93,100,0:00:00,68,70,0:00:00,10,10,0:00:00,43,47,0:00:00,82,85,601:07:03,10,10,0:00:00,89,100,0:00:00,75,75,0:00:00,19,25,0:00:00,93,100,0:00:00,50,50,0:00:00,0,10,0:00:00,95,100,0:00:00,77,87,0:00:00,742:58:52,20,25,0:00:00,64,75,0:00:00,70,75,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,8,10,0:00:00,10,10,742:58:52,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14721419,RE,JR,84,100,0:00:00,82,100,0:00:00,66,85,0:00:00,86,100,252:56:22,15,15,0:00:00,89,100,0:00:00,70,70,0:00:00,3,10,0:00:00,47,47,0:00:00,85,85,0:00:00,8,10,0:00:00,93,100,382:51:44,73,75,0:00:00,25,25,0:00:00,86,100,0:00:00,48,50,0:00:00,0,10,0:00:00,95,100,0:00:00,75,87,0:00:00,780:01:28,18,25,0:00:00,61,75,0:00:00,67,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14484746,WA,SR,92,100,0:00:00,74,100,0:00:00,67,85,0:00:00,71,100,0:00:00,10,15,0:00:00,56,100,46:39:38,70,70,0:00:00,10,10,0:00:00,36,47,0:00:00,68,85,0:00:00,10,10,0:00:00,85,100,0:00:00,69,75,0:00:00,25,25,0:00:00,78,100,0:00:00,44,50,0:00:00,0,10,0:00:00,87,100,0:00:00,54,87,0:00:00,46:39:38,19,25,0:00:00,59,75,0:00:00,65,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,46:39:38,8,10,0:00:00,10,10,0:00:00
A14762608,WA,SR,96,100,0:00:00,95,100,413:05:58,75,85,0:00:00,95,100,0:00:00,12,15,0:00:00,84,100,0:00:00,70,70,0:00:00,8,10,0:00:00,47,47,0:00:00,82,85,384:33:15,,10,0:00:00,85,100,0:00:00,68,75,0:00:00,25,25,0:00:00,100,100,0:00:00,50,50,0:00:00,0,10,0:00:00,96,100,0:00:00,83,87,0:00:00,1351:57:08,20,25,0:00:00,67,75,0:00:00,73,75,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,413:05:58,10,10,0:00:00,10,10,0:00:00,10,10,413:05:58,10,10,0:00:00,10,10,0:00:00
